id_produto,nome_produto,categoria,marca,preco,classificacao_media,qtd_avaliacoes,qtd_estoque,desconto_pct,destaque,peso_kg
P0833,PureBrand_Brinquedos #833,Brinquedos,PureBrand,26.9,2.5,315,685,0,0,0.63
P0834,TechPro_Material_Escritorio #834,Material_Escritorio,TechPro,33.69,2.3,38,353,0,0,1.21
P0835,DigiTools_Saude #835,Saude,DigiTools,39.89,2.4,190,218,0,0,0.25
P0836,TechPro_Musica #836,Musica,TechPro,18.58,3.4,351,26,0,0,0.65
P0837,WorkSmart_Musica #837,Musica,WorkSmart,7.34,4.0,450,192,0,0,0.56
P0838,EcoLiving_Eletronicos #838,Eletronicos,EcoLiving,180.95,4.4,365,10,0,0,2.28
P0839,FitGear_Brinquedos #839,Brinquedos,FitGear,12.35,4.3,145,951,0,0,1.62
P0840,StyleMax_Software #840,Software,StyleMax,51.47,3.3,124,314,5,0,1.85
P0841,ReadMore_Musica #841,Musica,ReadMore,17.95,4.9,80,931,0,0,3.14
P0842,FitGear_Automotivo #842,Automotivo,FitGear,77.71,5.0,350,375,15,0,0.32
P0843,TechPro_Beleza #843,Beleza,TechPro,29.54,3.0,90,469,0,0,4.88
P0844,PureBrand_Saude #844,Saude,PureBrand,44.99,3.7,326,121,25,0,2.42
P0845,FreshMarket_Esportes #845,Esportes,FreshMarket,66.37,4.5,462,103,40,0,0.25
P0846,ShineOn_Automotivo #846,Automotivo,ShineOn,94.73,5.0,333,234,15,0,2.11
P0847,StyleMax_Casa_Jardim #847,Casa_Jardim,StyleMax,97.42,4.5,153,785,40,0,1.71
P0848,ClassicCo_Casa_Jardim #848,Casa_Jardim,ClassicCo,17.93,3.3,114,952,50,0,1.46
P0849,SoundWave_Saude #849,Saude,SoundWave,21.2,3.0,488,783,0,0,0.38
P0850,WellBeing_Material_Escritorio #850,Material_Escritorio,WellBeing,24.93,2.9,65,295,5,0,0.96
P0851,HomeEssentials_Pet_Shop #851,Pet_Shop,HomeEssentials,25.07,3.6,20,358,0,0,1.89
P0852,WorkSmart_Roupas #852,Roupas,WorkSmart,29.25,3.4,254,240,0,0,1.01
P0853,UrbanStyle_Roupas #853,Roupas,UrbanStyle,55.96,3.0,24,756,0,0,0.26
P0854,ShineOn_Beleza #854,Beleza,ShineOn,43.32,4.4,408,845,50,0,0.68
P0855,PlayTime_Musica #855,Musica,PlayTime,12.33,3.5,410,89,0,0,1.39
P0856,HomeEssentials_Casa_Jardim #856,Casa_Jardim,HomeEssentials,43.46,4.1,67,141,5,1,0.81
P0857,ClassicCo_Beleza #857,Beleza,ClassicCo,13.24,2.8,202,455,0,0,6.41
P0858,NovaTech_Saude #858,Saude,NovaTech,33.3,4.6,467,923,10,0,2.08
P0859,TechPro_Automotivo #859,Automotivo,TechPro,78.2,4.7,351,48,0,0,2.0
P0860,ReadMore_Alimentos #860,Alimentos,ReadMore,7.06,4.7,61,255,50,0,1.17
P0861,HomeEssentials_Joias #861,Joias,HomeEssentials,69.34,3.9,296,881,10,0,0.63
P0862,NovaTech_Joias #862,Joias,NovaTech,87.72,3.8,270,473,5,0,5.37
P0863,EcoLiving_Alimentos #863,Alimentos,EcoLiving,19.0,4.3,343,349,40,0,0.68
P0864,WellBeing_Brinquedos #864,Brinquedos,WellBeing,20.63,4.8,443,824,30,0,1.06
P0865,ShineOn_Musica #865,Musica,ShineOn,11.46,3.8,262,169,0,0,0.91
P0866,FreshMarket_Automotivo #866,Automotivo,FreshMarket,167.78,2.7,474,173,0,1,0.25
P0867,HomeEssentials_Pet_Shop #867,Pet_Shop,HomeEssentials,35.36,3.4,351,145,0,1,1.54
P0868,ClassicCo_Pet_Shop #868,Pet_Shop,ClassicCo,13.05,4.9,27,834,0,1,2.63
P0869,NovaTech_Beleza #869,Beleza,NovaTech,42.86,4.4,284,107,0,0,0.56
P0870,FitGear_Material_Escritorio #870,Material_Escritorio,FitGear,15.38,4.0,200,646,0,0,0.74
P0871,SoundWave_Brinquedos #871,Brinquedos,SoundWave,41.74,3.5,201,108,0,0,0.44
P0872,NovaTech_Automotivo #872,Automotivo,NovaTech,64.99,5.0,349,702,10,0,5.97
P0873,WellBeing_Automotivo #873,Automotivo,WellBeing,32.59,3.0,348,473,0,0,1.53
P0874,TechPro_Material_Escritorio #874,Material_Escritorio,TechPro,15.04,3.8,202,265,20,0,3.71
P0875,DigiTools_Musica #875,Musica,DigiTools,11.6,4.2,60,172,0,0,0.66
P0876,WorkSmart_Pet_Shop #876,Pet_Shop,WorkSmart,17.92,4.1,47,677,0,0,1.73
P0877,ShineOn_Software #877,Software,ShineOn,15.87,3.2,133,762,5,0,0.21
P0878,DigiTools_Esportes #878,Esportes,DigiTools,47.11,4.5,373,580,20,0,0.55
P0879,TechPro_Casa_Jardim #879,Casa_Jardim,TechPro,21.68,4.3,93,509,0,0,7.6
P0880,UrbanStyle_Pet_Shop #880,Pet_Shop,UrbanStyle,23.46,3.9,429,500,30,0,1.5
P0881,ClassicCo_Automotivo #881,Automotivo,ClassicCo,23.94,4.1,420,871,50,0,0.72
P0882,FitGear_Beleza #882,Beleza,FitGear,17.34,3.4,257,378,0,0,0.16
P0883,UrbanStyle_Musica #883,Musica,UrbanStyle,23.68,5.0,311,824,15,0,1.2
P0884,ShineOn_Musica #884,Musica,ShineOn,25.52,4.9,365,113,0,0,0.66
P0885,PetLife_Esportes #885,Esportes,PetLife,33.59,3.3,0,737,0,0,2.33
P0886,ShineOn_Musica #886,Musica,ShineOn,23.65,3.7,237,954,0,0,0.23
P0887,WellBeing_Alimentos #887,Alimentos,WellBeing,4.81,4.7,412,171,0,0,2.43
P0888,PureBrand_Roupas #888,Roupas,PureBrand,73.3,4.5,471,202,0,0,0.64
P0889,UrbanStyle_Saude #889,Saude,UrbanStyle,63.06,4.1,137,461,50,0,0.35
P0890,WellBeing_Saude #890,Saude,WellBeing,31.49,3.0,247,612,0,0,1.2
P0891,HomeEssentials_Alimentos #891,Alimentos,HomeEssentials,9.62,3.1,5,917,50,0,6.15
P0892,UrbanStyle_Alimentos #892,Alimentos,UrbanStyle,3.71,3.9,68,489,0,0,2.06
P0893,NovaTech_Casa_Jardim #893,Casa_Jardim,NovaTech,58.2,5.0,40,764,0,0,1.36
P0894,EcoLiving_Beleza #894,Beleza,EcoLiving,41.71,4.8,172,378,5,0,0.58
P0895,NovaTech_Casa_Jardim #895,Casa_Jardim,NovaTech,71.91,4.5,277,544,5,0,4.12
P0896,ShineOn_Roupas #896,Roupas,ShineOn,48.5,4.4,159,223,0,0,1.42
P0897,WorkSmart_Material_Escritorio #897,Material_Escritorio,WorkSmart,9.77,2.0,91,548,0,0,0.14
P0898,AutoParts_Roupas #898,Roupas,AutoParts,48.01,4.1,435,895,0,0,2.14
P0899,PetLife_Software #899,Software,PetLife,32.48,4.1,314,345,15,0,1.27
P0900,TechPro_Casa_Jardim #900,Casa_Jardim,TechPro,122.02,2.9,395,866,30,0,0.88
P0901,SoundWave_Roupas #901,Roupas,SoundWave,60.8,5.0,427,846,40,0,3.45
P0902,StyleMax_Pet_Shop #902,Pet_Shop,StyleMax,28.56,4.2,434,611,0,0,0.48
P0903,EcoLiving_Alimentos #903,Alimentos,EcoLiving,12.24,4.3,204,900,0,0,0.59
P0904,EcoLiving_Musica #904,Musica,EcoLiving,11.2,3.2,350,840,5,1,0.83
P0905,UrbanStyle_Roupas #905,Roupas,UrbanStyle,29.91,4.0,435,683,0,0,1.5
P0906,PlayTime_Eletronicos #906,Eletronicos,PlayTime,520.45,4.2,381,924,0,0,0.54
P0907,DigiTools_Pet_Shop #907,Pet_Shop,DigiTools,15.98,5.0,106,999,25,1,0.37
P0908,GlowUp_Brinquedos #908,Brinquedos,GlowUp,25.21,4.6,460,318,0,1,0.81
P0909,UrbanStyle_Joias #909,Joias,UrbanStyle,94.59,4.2,320,782,0,0,0.6
P0910,FreshMarket_Material_Escritorio #910,Material_Escritorio,FreshMarket,20.01,2.6,70,469,0,0,5.15
P0911,GlowUp_Saude #911,Saude,GlowUp,38.26,2.8,446,822,0,0,0.13
P0912,StyleMax_Alimentos #912,Alimentos,StyleMax,30.55,1.8,397,146,0,0,2.39
P0913,AutoParts_Automotivo #913,Automotivo,AutoParts,85.92,3.8,274,503,25,0,0.13
P0914,HomeEssentials_Pet_Shop #914,Pet_Shop,HomeEssentials,32.04,4.2,177,574,0,0,0.91
P0915,ClassicCo_Joias #915,Joias,ClassicCo,77.27,4.1,390,470,0,0,0.33
P0916,ShineOn_Eletronicos #916,Eletronicos,ShineOn,181.4,4.5,292,941,25,0,0.21
P0917,SoundWave_Saude #917,Saude,SoundWave,44.21,5.0,302,366,5,0,3.68
P0918,PureBrand_Automotivo #918,Automotivo,PureBrand,161.4,3.3,29,600,10,0,2.03
P0919,EcoLiving_Automotivo #919,Automotivo,EcoLiving,152.37,3.3,80,489,50,1,1.04
P0920,GlowUp_Automotivo #920,Automotivo,GlowUp,16.47,3.9,163,511,0,0,1.11
P0921,AutoParts_Saude #921,Saude,AutoParts,15.12,2.6,459,598,0,1,0.46
P0922,StyleMax_Software #922,Software,StyleMax,141.17,4.0,345,565,0,0,0.62
P0923,WellBeing_Roupas #923,Roupas,WellBeing,34.48,3.5,102,541,0,0,0.49
P0924,ShineOn_Material_Escritorio #924,Material_Escritorio,ShineOn,16.51,2.8,440,925,0,0,0.58
P0925,HomeEssentials_Beleza #925,Beleza,HomeEssentials,22.43,2.8,392,203,0,0,0.79
P0926,EcoLiving_Pet_Shop #926,Pet_Shop,EcoLiving,13.01,3.4,39,138,0,0,3.7
P0927,SoundWave_Automotivo #927,Automotivo,SoundWave,54.34,3.5,46,439,50,0,1.77
P0928,FreshMarket_Material_Escritorio #928,Material_Escritorio,FreshMarket,15.24,3.5,187,844,0,1,1.34
P0929,PetLife_Pet_Shop #929,Pet_Shop,PetLife,19.45,4.9,244,497,0,0,0.36
P0930,GlowUp_Beleza #930,Beleza,GlowUp,18.39,4.7,382,360,25,0,1.53
P0931,PureBrand_Livros #931,Livros,PureBrand,23.72,4.1,291,540,0,0,0.08
P0932,PetLife_Brinquedos #932,Brinquedos,PetLife,23.87,4.4,170,958,0,0,0.49
P0933,WellBeing_Esportes #933,Esportes,WellBeing,53.83,3.2,337,55,0,0,0.28
P0934,FreshMarket_Pet_Shop #934,Pet_Shop,FreshMarket,26.16,4.3,332,621,0,0,0.67
P0935,AutoParts_Brinquedos #935,Brinquedos,AutoParts,19.24,3.0,350,729,25,0,0.73
P0936,PetLife_Saude #936,Saude,PetLife,24.58,4.3,305,371,0,0,0.63
P0937,WellBeing_Musica #937,Musica,WellBeing,8.58,5.0,27,968,0,0,0.96
P0938,DigiTools_Eletronicos #938,Eletronicos,DigiTools,287.13,4.8,463,560,0,0,1.14
P0939,ClassicCo_Beleza #939,Beleza,ClassicCo,27.86,4.5,161,188,20,1,3.73
P0940,AutoParts_Roupas #940,Roupas,AutoParts,83.07,3.2,406,428,15,0,0.43
P0941,PetLife_Casa_Jardim #941,Casa_Jardim,PetLife,72.45,4.0,334,867,5,0,0.42
P0942,PureBrand_Pet_Shop #942,Pet_Shop,PureBrand,55.09,4.3,312,875,0,0,0.88
P0943,AutoParts_Musica #943,Musica,AutoParts,14.86,4.7,187,204,0,1,1.32
P0944,AutoParts_Joias #944,Joias,AutoParts,55.34,3.5,387,354,0,1,1.01
P0945,GlowUp_Beleza #945,Beleza,GlowUp,76.04,4.0,223,52,40,0,6.07
P0946,ShineOn_Beleza #946,Beleza,ShineOn,53.4,5.0,127,109,30,0,2.28
P0947,PureBrand_Joias #947,Joias,PureBrand,35.48,3.9,49,744,0,0,3.86
P0948,SoundWave_Pet_Shop #948,Pet_Shop,SoundWave,31.44,2.0,50,534,0,1,1.54
P0949,SoundWave_Roupas #949,Roupas,SoundWave,64.07,3.1,300,860,50,0,1.06
P0950,PureBrand_Roupas #950,Roupas,PureBrand,40.24,3.3,216,14,40,0,0.08
P0951,HomeEssentials_Software #951,Software,HomeEssentials,26.3,3.0,163,844,25,0,1.02
P0952,PlayTime_Saude #952,Saude,PlayTime,31.89,4.1,250,630,0,0,0.7
P0953,HomeEssentials_Software #953,Software,HomeEssentials,55.08,5.0,56,88,15,0,0.72
P0954,NovaTech_Joias #954,Joias,NovaTech,63.34,5.0,443,663,40,0,2.6
P0955,PetLife_Esportes #955,Esportes,PetLife,71.68,5.0,252,6,50,0,0.26
P0956,DigiTools_Saude #956,Saude,DigiTools,15.67,3.4,460,948,25,0,2.87
P0957,SoundWave_Eletronicos #957,Eletronicos,SoundWave,218.44,3.9,201,887,0,0,1.81
P0958,UrbanStyle_Brinquedos #958,Brinquedos,UrbanStyle,65.96,4.0,148,328,0,0,1.2
P0959,PlayTime_Brinquedos #959,Brinquedos,PlayTime,33.72,5.0,315,257,15,0,2.17
P0960,GlowUp_Eletronicos #960,Eletronicos,GlowUp,412.09,4.4,17,47,30,0,0.16
P0961,TechPro_Livros #961,Livros,TechPro,14.01,3.8,114,215,0,0,1.4
P0962,PureBrand_Brinquedos #962,Brinquedos,PureBrand,27.74,3.1,253,568,0,0,0.22
P0963,ShineOn_Pet_Shop #963,Pet_Shop,ShineOn,20.14,4.8,75,845,0,0,1.35
P0964,PetLife_Saude #964,Saude,PetLife,28.67,2.9,494,171,40,0,0.28
P0965,HomeEssentials_Eletronicos #965,Eletronicos,HomeEssentials,257.79,4.3,171,292,0,1,0.43
P0966,ShineOn_Eletronicos #966,Eletronicos,ShineOn,125.14,4.0,361,260,25,0,0.6
P0967,WellBeing_Roupas #967,Roupas,WellBeing,68.26,3.8,459,492,0,0,0.71
P0968,PureBrand_Beleza #968,Beleza,PureBrand,38.29,5.0,32,20,30,0,1.14
P0969,NovaTech_Automotivo #969,Automotivo,NovaTech,43.57,4.3,106,925,0,0,1.91
P0970,TechPro_Beleza #970,Beleza,TechPro,48.71,4.7,36,180,0,0,10.35
P0971,AutoParts_Joias #971,Joias,AutoParts,258.08,3.1,147,693,0,0,0.48
P0972,SoundWave_Saude #972,Saude,SoundWave,54.58,4.9,287,501,0,0,1.06
P0973,ReadMore_Eletronicos #973,Eletronicos,ReadMore,75.87,5.0,392,435,0,1,0.85
P0974,ClassicCo_Casa_Jardim #974,Casa_Jardim,ClassicCo,196.8,4.3,211,240,30,0,0.32
P0975,WellBeing_Livros #975,Livros,WellBeing,4.96,3.5,379,502,30,0,0.13
P0976,PureBrand_Joias #976,Joias,PureBrand,38.14,3.2,413,500,0,0,0.36
P0977,StyleMax_Automotivo #977,Automotivo,StyleMax,33.24,3.9,197,328,10,0,0.53
P0978,FreshMarket_Saude #978,Saude,FreshMarket,30.48,3.7,168,458,40,1,0.63
P0979,UrbanStyle_Esportes #979,Esportes,UrbanStyle,18.91,3.4,405,857,0,0,0.22
P0980,FreshMarket_Livros #980,Livros,FreshMarket,4.88,4.2,119,548,0,1,0.68
P0981,WellBeing_Automotivo #981,Automotivo,WellBeing,56.41,4.2,373,553,20,0,0.77
P0982,HomeEssentials_Eletronicos #982,Eletronicos,HomeEssentials,138.53,3.7,328,450,0,0,0.38
P0983,FreshMarket_Automotivo #983,Automotivo,FreshMarket,68.48,3.8,142,819,50,0,1.97
P0984,HomeEssentials_Joias #984,Joias,HomeEssentials,113.47,2.7,98,531,0,0,0.17
P0985,WellBeing_Alimentos #985,Alimentos,WellBeing,24.84,3.7,310,997,0,0,1.22
P0986,UrbanStyle_Alimentos #986,Alimentos,UrbanStyle,11.73,2.8,343,212,0,1,0.74
P0987,ReadMore_Pet_Shop #987,Pet_Shop,ReadMore,31.03,3.5,130,471,0,0,1.01
P0988,TechPro_Material_Escritorio #988,Material_Escritorio,TechPro,17.14,4.1,320,987,0,0,1.4
P0989,PlayTime_Roupas #989,Roupas,PlayTime,79.91,2.6,260,21,0,0,1.24
P0990,ClassicCo_Pet_Shop #990,Pet_Shop,ClassicCo,53.0,3.8,3,877,0,0,0.13
P0991,PlayTime_Roupas #991,Roupas,PlayTime,33.23,4.1,221,889,0,0,0.72
P0992,PlayTime_Musica #992,Musica,PlayTime,9.12,2.6,126,423,40,0,1.48
P0993,ShineOn_Roupas #993,Roupas,ShineOn,33.25,3.3,238,240,0,0,1.53
P0994,UrbanStyle_Saude #994,Saude,UrbanStyle,27.48,2.8,61,907,25,0,0.42
P0995,PetLife_Software #995,Software,PetLife,44.4,4.5,477,256,25,0,0.31
P0996,GlowUp_Musica #996,Musica,GlowUp,17.9,3.3,38,663,30,0,1.64
P0997,HomeEssentials_Esportes #997,Esportes,HomeEssentials,44.45,3.3,396,337,15,0,1.51
P0998,PetLife_Casa_Jardim #998,Casa_Jardim,PetLife,31.61,4.5,118,4,0,0,0.32
P0999,ClassicCo_Beleza #999,Beleza,ClassicCo,26.26,3.6,309,968,0,1,0.26
